userName,at,content
Dede Herlian,2024-10-27 14:28:33,"Pihak montton terhormat, Kenapa makin kesini malah makin gak jelas dari updatean nya perasaan dari season 5 maen tuh enak tuh gak ada masalah kenapa dari season 20 makin kebanyakan bug dari masuk gak bisa² sedangkan jaringan ok WiFi + data makin kesini makin gak jelas updatenya dan kenapa makin kesini makin banyak computer di game play sih bikin menurun kualitas gamenya..... sekian terima kasih."
Dandi Pratama,2024-10-27 14:28:07,males bukannya kasih menang malah kalah terus
rezha oemam fadilah,2024-10-27 14:28:03,"frame rate yang sangat buruk, jaringan buruk, matchmaking yang tidak seimbang, klasifikasi rank saat matchmaking yang payah, bug di beberapa hero yang ngebuat ping langsung merah, hero yang sengaja overpower, item item yang tidak sesuai dan tidak berjalan dengan deskripsi pada item tersebut, over all game ini sangat membuat anda menjadi sucks.hero doang banyak, ngebuat pengalaman player saat bermain aja kurang luh.."
Aji Wangsa,2024-10-27 14:26:56,Mantap
Tatan SULTAN,2024-10-27 14:25:54,Game nya ga adil musuh nya jago tim guag computer game lol
arief cute,2024-10-27 14:24:23,Main kok dikasih temen boot mulu
Cjvj Twcf,2024-10-27 14:23:14,Anjing dark sistem lu ga ngotak babi
Restu Praja Pamungkas,2024-10-27 14:22:50,woy ton tolong lah tim musuh sama tim gua yg setara gua cape ton naik turun Mending gua hapus aja nih game
Afif Udin,2024-10-27 14:22:46,Ada kesalahan 1 yang buat saya kesal saya main ngak afk/toxik kok kredit sekor saya turun ini kalok gak di per baiki Pinda honor of king kalok gak free fire
Rizkipeteng Bgett,2024-10-27 14:22:08,Montoon tambah tidak karuan untuk memilih tim .....banyak drak system Montoon yang GK jelas.....membuat pemain frustasi
Calistung bunda ani,2024-10-27 14:21:59,Bagus
okta riadi,2024-10-27 14:21:24,"Eeeee montonnn dark sistem mu kayak pisang coklat gosong poke poke, game b2"
Jonas Tumorow,2024-10-27 14:20:44,PLIS LAH NGASIH TIM YU SEIMBANG
Revan Oktaviano,2024-10-27 14:20:34,Menyerukan
Mpep Syah,2024-10-27 14:20:20,Cara Buka mode VS AI di mode offline gimana di perangkat aku gabisa tolong developer
Allewank Iwan,2024-10-27 14:19:06,Saya suka sekali dengan game ml tolong tambah fitur terbaru tapi jangan update update tambahkan hero baru lagi moontoon saya ucapkan terima kasaih
Jepri Yoi,2024-10-27 14:19:00,Game rusak pink ijo malah nge leg Ngasih tim gak ngotak Intinya game ini game khontoll Mending main game HOK aja
Vino Alvino,2024-10-27 14:18:51,Soalnya tim nya beban burik bot huuuuuuuu
Rizal Ruslan,2024-10-27 14:18:34,"Game ngak ngotak, makin kesini makin ngeselin mainya, masak d kasih team yang gajelas trus, klau kayak gini mending pindah di game sebelah, capek dark sistem nya ngk ngotak"
Cepi Arya,2024-10-27 14:18:19,"Bagus, singkat,padat,bagus 😁👍🏻🤟🏻"
Dika Swaby,2024-10-27 14:18:07,Isi nya dark sistem minimal pertarungan yang adil jangan kek ga guna gitu ml sekarang ga ada keadilan
Eka Safryzal,2024-10-27 14:17:59,"Update terus tapi jaringan merah terus, tim pun gk seimbang yg dikasih kacau ni game"
Tio Mny,2024-10-27 14:17:45,mau ku hapuss soalnya kalah mu ga di kasih win sekalii malah kalah truss yok semua uninstall
Fatina Fahkhrunmid,2024-10-27 14:17:01,ihh lama lama jaringan nya eror anjggg massa pas di tengah-tengah lagi nge lord malah jelek jaringannya kan udah bagus jaringan gue anjjj terus juga pas mati eh lancar tuh jaringan ihg ngntd ksel gue lama lama sm gamenya
ZONE BATTLE,2024-10-27 14:16:56,Trio ketemu party gimana monton
Supar Siyem,2024-10-27 14:16:32,Moonton dari dulu Sampek sekarang ga pernah kasih gw tim yg GG😡😡😠
shany 1106,2024-10-27 14:16:24,Segini dulu nanti kalau saya semakin menyukai ya saya tambah lagi bintang ya
Tole Gay,2024-10-27 14:16:24,Game kadang menang kadang kalah
Efrawildiansah2010,2024-10-27 14:16:13,perbaikan server jaringan ngeeeennnnntoddd game cacaaaat
Husen Bizma,2024-10-27 14:15:48,"GAME RUSAK!! Keseimbangan match team buruk, 2024 sekrang banyak player yang kemampuannya tidak sesuai dengan tingkat tear nya."
cut era fazira,2024-10-27 14:15:33,"monton kenapa ya waktu login ml selalu aja ke login login ulang huhu ga bisa main ml lagi, plis ini kenapa ya??"
ani rohaini,2024-10-27 14:15:27,Game babi banyak dark sistem gw yg mantan glory aja pening ketemu-nya(dark sistem)
Parno Kamal,2024-10-27 14:15:19,Game ampas ashu. Rasain yang main main dikit
fa tin,2024-10-27 14:15:18,monton anjg amat
Vanns,2024-10-27 14:15:05,Sering terjadi bug saat login
Syauqi Hafidzan,2024-10-27 14:14:28,Semoga selalu adil
Muhamad Reza,2024-10-27 14:14:08,"Gamenya bagus,tapi sehabis victory sekali terus kalahnya malah berkali-kali.Cuma mau pesan gamenya itu di buat jangan terlalu susah kalo solo dapat tim yang aneh,kalo trio dapet duo bucin,kalo party malah musuhnya sekelompok kairi"
Mimin Aldo,2024-10-27 14:13:44,Moonton tolong hilangkan dark system' gw di lock mulu udh 5 kali 👊
Tjah Ngadirogo,2024-10-27 14:13:38,Sangat sulit di mainkan
deni Saepulrohim,2024-10-27 14:12:45,Sangat suka kadi gua hero gratis nya bang
Carol Rich,2024-10-27 14:11:55,Terpaksa harus kurangi main ML. . Percuma full dark sistem G bskal menang bung waktu
Tegar Januar,2024-10-27 14:10:57,"game rusak, jangan di install"
banu Setiawan,2024-10-27 14:10:38,Pler anjink update mah terus event bagus sinyal burik jelas² gw pake wifi nonton YouTube lancar tiktok lancar bukan ML kaya orng setres gw marah² gara gara sinyal
Rina Rina,2024-10-27 14:09:22,Sangat cocok untuk dimainkan
Priyo,2024-10-27 14:09:00,enak banget
Raditya Puja,2024-10-27 14:07:58,benerin kasi tim
Walin Ineu,2024-10-27 14:07:53,"Min tolong kalo ngasih tim jangan sering sering dark sistem dong, ngestak di epic mulu."
Sofi Sofia,2024-10-27 14:07:39,monton tololl mere tim drak sistem bae
Hafiz Ikbal,2024-10-27 14:07:26,Kami dari pihak pemain mlbb.sudah tidak nyaman karena saya setiap main tidak ada menangnya semuanya kalah semua saya mohon kepada moontoon semoga memberi lawan seimbang dan kompak karena kami setiap bermain mobile legend hanya untuk menghibur diri bukan untuk menambahkan stres kami dari pihak pemain sudah kecewa dan kami ingin mendapatkan tim yang kompak dan musuh yang gampang di season ini saja semoga diperbaiki opini dari pemain assalamu'alaikum warohmatulohi wabarakatuh
Fachri Ghausi,2024-10-27 14:06:35,"Dark sistem kau,kurangi sikit udah enggak tahan aku main game ini,bagi yang baca tolong jangan download game ini,kalau kalian enggak kuat mental"
Ardhan nugraha Zaky,2024-10-27 14:06:17,Aku main serius dpt teman ngetroll Aku main lebih banyak kalah daripada menang udah legend lV turun sampai epik TOLONG MOONTON DIPERBAIKI LAGI BIAR TIDAK ADA YG PINDAH GAME!!!!
Galang widodo,2024-10-27 14:05:43,"Sistem gak jelas, sudah jelas jelas pemain sudah melakukan trol tapi pas di ripot malah g kena ban dan di bilang player ini tidak melanggar peraturan"
Ilham Saputra,2024-10-27 14:04:53,PERINGATAN!!!! Gk usah didownload bikin setres
Farsha The destroyer,2024-10-27 14:04:45,"WOI LU SISTEM REPORT BENERIN, GUA REPORT PLAYER BEBAN FEEDER GA LH ANGGEP PELANGGARAN? HUKUMAN PELANGGARANNYA KURANG BERAT JUGA, WOI MOONTON UDAH KIKIR GABECUS, YANG BENER KEK!"
Evan Ardaniansyah,2024-10-27 14:04:44,"Game tolol,dikasih kawan bodoh"" hari"" jumpa kawan BDH"
Muhammad Ridho,2024-10-27 14:04:22,jaringan GK stabil
Asiyah Siti,2024-10-27 14:04:06,Keren
Vian 7,2024-10-27 14:03:53,ngasih nye dark system mlu di perbaikin lah anjg
15_ Fhaul Fachri Ananda,2024-10-27 14:03:52,Game asu
Gladish Meisyifa,2024-10-27 14:02:39,"suka bgt, skrng bnya skin baru"
Agus Gumilar,2024-10-27 14:02:06,Bagus
YAKUB,2024-10-27 14:01:36,Tolong sering perbaiki bug saat akan battle
Bagas antonio Abrar,2024-10-27 14:01:35,Aku cinta moonton 😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😍🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
Sudar Man,2024-10-27 14:00:52,Di pikir masalah jaringan woi ...percuma mintak ranting jaringan lo leletin
Marvel Ler,2024-10-27 14:00:30,banyak darksistem
Sintaayusetyaningrum,2024-10-27 14:00:28,𝐀𝐤𝐮 𝐬𝐮𝐤𝐚 𝐦𝐚𝐢𝐧 𝐦𝐨𝐛𝐢𝐥𝐞 Legends
Daniel Yordan,2024-10-27 14:00:25,Udh gk sanggup gua ketemu tim dari system mulu ton pls lah kasih tim yg bgus
TOmi 1111,2024-10-27 14:00:09,Benerin dulu itu sistem ny baru mikirin yg lain Dongok
Minzz Cill,2024-10-27 14:00:02,Benarin bug jaringan moonton saya main selalu ada bug jaringan
Ronald Akbar,2024-10-27 13:59:58,Game DANCOK Kyok DANCOK Ra genah blas koyok DANCOK game DANCOK moonton DANCOK moonton DANCOK draksistem ilangono Cok dancok
xiang rikui,2024-10-27 13:59:54,Jangan donwload kalau gak mau stres banyak dark system
Yaumal Fathir,2024-10-27 13:59:33,sistem match sampah
Pandi Yusup,2024-10-27 13:58:56,Tolong kasih tim bagus yang nama nya fandi suka ff rasanya pengen hapus banget nih game ngeselin
Jia ulhaq Jia,2024-10-27 13:58:55,Banyak orang toxiq pas kalah nya terus saat kita ngomong gua last game ya langsung susah tuh game nya ada darksmtmem lagi
Muhammad Abizar Al Gifari,2024-10-27 13:58:50,Monton gila gila kalau mau bikin playernya emosi bikinvyg lain lol
Muh isra Novianta pratama,2024-10-27 13:58:49,Kelasssss
Tri Andri diana,2024-10-27 13:58:42,Seru
ujang aditya,2024-10-27 13:58:14,Banyak orang tolol
Muhammad Fikri,2024-10-27 13:58:13,Gua mau main HOK dari pada ml banyak bocil ngetrol anj
Heri Hidayat,2024-10-27 13:57:53,Mantap
Mtendi,2024-10-27 13:57:39,Main solo ketemu duo trio nentod nentod
Adayy 212,2024-10-27 13:57:19,Mantap dan kereng pliss jangan leg moonton
Arkan Alfatih Priyadi,2024-10-27 13:57:16,Game nya bagus apa lagi akhir akhir ini ada event skin epik gratis tapi tolonglah moonton kalo di epik samaan aja kaya main di rank lain soalnya aku udah 6 bulan di epik
M. Sahrul Gunawan,2024-10-27 13:57:14,Game ini sangat ramah untuk mental anak anak
Ardian Maulana,2024-10-27 13:57:13,"Hapus aja ML ini,2hari menang hanya 1kali"
"MUZAKIR MHMD,MZKR",2024-10-27 13:54:28,"Boros paket, ketmu player egois,dan efek skin kurang menarik. Sumpah!!!.. kalo trus gini saya mnding main game HOK dari pada gini trus capek saya, awas aj klo smpe 1 bulan msih gini."
M.FIRMAN Firman,2024-10-27 13:54:24,Game gob-*)$ banyak yang getrol kekon#&*8+2;#(2 MOHAN DI PERBAIKAI YA DEVELOPER GOB$*#$
M Raihan,2024-10-27 13:53:55,KAMPANGGGGGGGGGGGG
P Uai,2024-10-27 13:52:27,Lumanyan 😊😊
Dani Rumatiga,2024-10-27 13:51:51,Terbaik🔥🔥
Diki Diki,2024-10-27 13:51:49,Geme nya bagus tapi kurang baik mohon di perbaiki selamat 10 tahun ml
Rendi Setya,2024-10-27 13:51:06,"Saya sangat suka tapi mengapa teman saya musuh nya noob tetapi saya pro ? Lama² saya menjadi kesal dengan game ini saya sekarang sangat membenci nya habis dapat teman pro langsung dapet noob saya merasa ingin menghapus game ini SAYA MEMBENCI GAME INI SAYA AKAN MENGHAPUS GAME INI game terburuk yang pernah saya mainkan , game model taik ini game ADIL gak sih mending pindah ke game sebelah"
davit rastafarel,2024-10-27 13:50:50,"Tolong kembalikan aku saya, game ini tidak memikirkan semua player yang kehilangan akunnya"
I putu Ardiana,2024-10-27 13:50:32,Sangat perlu kerja tim
Ibrahim Majid,2024-10-27 13:50:08,Gem yang tidak adil selalu kalah menang dong niat butgem enggak
O Gf,2024-10-27 13:49:48,Tolonglah monton bagi yg Ram 2 ni kasihanilah
Lia Kamelia,2024-10-27 13:49:34,"Lumayan, lah"
3Muhammad Zainuri,2024-10-27 13:48:41,NREF KANGKUNG./SETOP KANGKAUNG.
Akikal apranza,2024-10-27 13:48:35,Seruh dan ramay
Mulki Nurhakim,2024-10-27 13:48:24,Hapus aja ini game😡
Ehsan Zakiri,2024-10-27 13:48:18,i love this game
ailla varishaa,2024-10-27 13:47:48,Seru bangettt
Nisa Ransya,2024-10-27 13:46:37,"Udah ga tau mau ngetik apa intinya bagus dan oke oke aja, soalnya game cuma buat hiburan."
Bagus Ahmadill,2024-10-27 13:46:17,Game sampah ga imbang terus matchmaking nya
carren Gracella tan,2024-10-27 13:45:55,Bagus cepat rank saya yang awal nya warrior menjadi elite
Santri Tulen,2024-10-27 13:45:46,Bagus
virga ntara,2024-10-27 13:45:38,Pembagian team sangat buruk
Andhangk Mustapa,2024-10-27 13:45:31,Gimana ni masa rank protection aktif tapi masi turun bintang.. Hadeeeh
Rafi Azmi,2024-10-27 13:44:45,gw pengen pindah main ff lah mooontoon gw di kasi lose strake Mulu lah
elfira nawang,2024-10-27 13:44:15,Sya ga bisa kalo ga main game ini
rosalina Simanullang,2024-10-27 13:42:59,Game nya bagus banget Monton juga makin baik sekarang karna ngak jadi hapus Hero dyroth makasih ya monton 😊
Fauzan Muhammad shofwan,2024-10-27 13:42:30,Gw ngasih bintang satu ini bukan gw ngasih nilai ya sebenarnya nilai Lo gak ada bintangnya karna adanya game ini ngalah setiap orang yg main ngalah menambah stres saja jadi bagi yg mau ngedownload game ini mendingan Jagan di download
tedi Anggara,2024-10-27 13:42:18,"kntol, updet magic case nya anj, masak hiro gold 4 b3 kalah ama miya gold 1,g masuk akal"
Safira Rembang,2024-10-27 13:42:04,Tim nya bott semua min kasih yang pro lah males gw solo kalah udah bott ngetrol pick nya nana roam
Suryanto,2024-10-27 13:41:56,Darsistem nya 😭😭😭😭sama ifen nya hari nya banyak kin
Syarif Hidayat,2024-10-27 13:41:44,Game dobol
tsusilo1991 Susilo,2024-10-27 13:40:41,Bermain geam bersama team
Askar Zidan,2024-10-27 13:39:53,game bagus
Delmawati Rifa'i,2024-10-27 13:39:49,Monton kalau bisa collab sama demon slayer
Athaya Fathi rabbani,2024-10-27 13:39:19,"Sistem game nya kyk main slot, pertama dikasih menang banyak, terus dikalahin nya lebih banyak,, akhirnya kita penasaran dan terbitlah loss streak,, edit : kalo bisa bintang 0 gua kasih bintang 0 sumpah buat ini game,, dikasih team bapuk mulu"
Muhamad Rendo,2024-10-27 13:38:42,Ini game makin lama makin gak jelas Uda banyak bot
galih dilan,2024-10-27 13:38:20,suka ngelag yiba tiba tolong perbaiki
Ahmad Tohari,2024-10-27 13:37:02,Monton banyak buk Nya guah ga bisa maen login masuk login lagi ke gitu terus
Rendi Sopian,2024-10-27 13:36:51,Aku pensi ya monton HP ku gk mendukung 😞
Sendi Prmna,2024-10-27 13:36:39,Apaan si kasihh timm tolol lawan nya jagoo bener dikit napa semoga bangkruttt game apaan ini ngasihh tim tolollllll game tololll game tololll dark sistemm
riski Aditia,2024-10-27 13:36:13,ml tolong bnget ngasih tim sdikit ngotak main 20x dpet tim gda yg bisa main
Ariez Aryan,2024-10-27 13:35:50,game apa ini dari mitic glory season ke epic 2 dikasih tim yg macth baru ratusan .. game ampas kasih tim yg dungu giliran ngebacot dimute .. padahal dapet timnya parah .. kurang resep jadinya. Game asu . Saya player lama sungguh keewa
Melani Putri,2024-10-27 13:35:45,oke
Isykarima naila12,2024-10-27 13:35:40,ini game apa apaan anj dark sistem pula main solo aja susah gua aja lose treak niat nya mau push rank malah pull rank anj butuh perbaikan gblk mending gua pindah ke honor of kings aja skin gratis gk dark sistem kalo bisa gua kasih bintang kosong aja ini game mending game ini dihilangkan dari dunia ini terus event dm kuning juga buat narik orang orang biar banyak yang download ehh pas main rank lose treak anj gblk mmk jnck
Eka Eka,2024-10-27 13:35:31,Goblokk lu ngentoddd
Brabu Brabu,2024-10-27 13:35:23,GK seru 😹
Kupit Ardika,2024-10-27 13:34:50,Game sangat jlek dapat tim gak pernah benar game bikin pusing bukanya menghibur malah bikin pusing game sangat² jlek
Ani Arya,2024-10-27 13:34:50,Sekrang kalah sama king of hornor.. pake ada dark sistem segala.. banyak aturan..
Jonathan,2024-10-27 13:34:20,Bagus tapi tolong kurangi player drak sistem gw kalah terus jirr
Tegar Ruyadi Mgs,2024-10-27 13:33:49,Geme nya memang enak tapi timnya ngetrol sama musuh nya jago jago
Arga Hamza Agustian,2024-10-27 13:33:26,Seru banget banyak player bot kda 3/16/0🔥
Fajar Firmansyah,2024-10-27 13:32:51,"Geme seru dan bikin terhibur,tapi bisa lah monton kasih dm 100😁"
Luken Pribadi,2024-10-27 13:32:41,game ini sangat bagus tetapi kekurangan ny banyak sekali dark sistem jadi tolong ya montod bisa di hilangkan kan jadi gw kasih bintang 4 dlu ya kalo dah hilang smua dark sistem ny bakal gw tambah jadi 5 bintang
Yogis Pratama,2024-10-27 13:32:18,Saya niat main ml buat ngilangin stress malah tambah strees menang cuman 3x trs kalah 7x rasanya pingin banting hp
Sugiono Tokaido,2024-10-27 13:32:09,"Game pembuat penyakit darah tinggi sistem gajelas koplak ,gak mutu yang buat semoga penyakiten juga"
Bunda Manna,2024-10-27 13:30:46,Ml lol tim sampah kek ajg kasih yg serius tim montonnnnnnnbnndjdihfjdi ml buriq mending gua pindah gem hok
Bwin Boy,2024-10-27 13:29:52,game yatim kyk developer ngasih tim gj gw main 2hari bintang tetep segitu
Diki Wahyudi,2024-10-27 13:29:46,Per maina bagusss👍
pakpahan simalugun,2024-10-27 13:29:41,"baut papah monton yang terhormat ,tolong ditambahin total pertandingan peningkatan kredit skor soalnya Kami para pemain yang kurang kuat jaringan bisa memberi pengurangan kredit skor"
arga bae,2024-10-27 13:28:51,jelek
Devi Kurniati,2024-10-27 13:28:44,"HARUS LEBIH DI PERBAIKI LAGI YA JANGAN ADA BANYAK DARK SISTEM,INGET ITU,CAPEK KALO KETEMU TIM TROL TU,INGET YA,KALO GA DI PERBAIKI GW PINDAH GAME SEBELAH"
Khadik,2024-10-27 13:28:17,Di kasih tim yang ngetrolll mulu jadi malas main mlbb
Pp Pp,2024-10-27 13:27:56,Tolong jangan di hapus dari play store trimakasih
Misni,2024-10-27 13:27:28,Moonton bgst gem bab4 apa gem kalh mulu mending pindh hok moonton
Aura Juliana,2024-10-27 13:27:16,Game nya seru banget....
Fiqi Nugroho,2024-10-27 13:26:57,Monton asu kasi tim drak sistem
Wushul Dzikir,2024-10-27 13:26:22,Emg
Aryo Ardianto,2024-10-27 13:25:54,Keep it up
Prisillia,2024-10-27 13:24:44,Asikkk bangeeet ihh gamenyaaaa
Nurma Yunita,2024-10-27 13:24:43,"Dear moonton, saya dari salah satu pengguna mlbb dari 2020 saya sudah berkali-kali bermain semenjak season baru rank saya aslinya mithical saat di epic sangat susah untuk menaikannya, entah dapat team yang feed dan jungler yang retrinya tidak on point, saya berharap dari ulasan saya ini ""moonton tolong beri team yang bukan penghuni asli epic saya sudah berusaha untuk menaikannya tetapi tetap saja"" sekian terimakasih."
G4R3N4 FreeFire,2024-10-27 13:24:21,"Moonton tolong perbaikan kok tambah lag ya, tolong ringankan lagi grafiknya"
Tirta Sunanta,2024-10-27 13:24:17,Kurang seru karena kalah terus ingin menang aja susah mending game sebelah
Fano Amiman,2024-10-27 13:23:39,"MOONTON nggak seimbang ngasih tim, selalu gue dapet tim ngetroll. Sedangkan teman gue tim mereka bagus nggak ada kendala sedangkan gue di lose strike dari legend 2 bintang lima sampe legend 5 bintang 3. MOONTON perbaikin dong sistem match making mu. Gimana semua mau betah di ml kalo gini. Seperti orang lain bilang MOONTON KIKIR. Sekian keluh dari saya sebagai pleyer ml"
Riyan Syah,2024-10-27 13:23:07,Sy gak bissa donlod
Puput Anjar Lestari,2024-10-27 13:22:52,"keren dan bisa dimainkan saat gabut, aku kasih bintang 5"
Sendi hardiansyah,2024-10-27 13:22:49,Sistemnya agak kocak
Arda Bashori,2024-10-27 13:22:39,Bagus
Dera Der,2024-10-27 13:22:30,Permainan nya faforyit aku seru lagih bisa ketagihan
Meyla Silviana,2024-10-27 13:21:11,klo ngasih jringan yg bener anjg gw tiap maen ngeleg delay merah giliran mati ijo gblk game sampah
JB Edy,2024-10-27 13:19:55,"Gamenya bagus semuanya oke tapi yg ga oke, tim musuh selalu jago tim kita ngga jago"
Key Fa,2024-10-27 13:19:32,"tolong magic chess kalo ganti season itu ganti sinergi lah, bosen tauk"
Gilang Ramadan,2024-10-27 13:19:20,Terlalu banyak bot dapet tim ngetrol semua
mif ta,2024-10-27 13:19:06,gem ini sangat bagus sekali
Azkiah Nurul,2024-10-27 13:18:52,Bagus sekali
Muhammad rais,2024-10-27 13:18:35,Game buruk👎👎👎
Nindi Aulia,2024-10-27 13:18:24,Untuk grafik oke Untuk penyesuaian tim And the enemy tolong di sesuaikan untuk pihak moonton thanks
Royal Royal Ros,2024-10-27 13:17:37,"Gak salah apa"" Keredit skor turun mending geme sebelah ini geme ap coba afk 3 menit turun😡👎"
Muhammad Zakaria,2024-10-27 13:17:17,Kasih winstreak dong tolol bego ngotak anj begok tolol
Car Azanramadani,2024-10-27 13:17:14,saya sangat bahagia mendapat kan dapat tim drak sistem dan muka saya penuh kebahagiaan dan sangat tidak bagus di pandangan
Dimas khoerul muzaki,2024-10-27 13:16:01,Terima kasih moonton
Muhammad Ridwan,2024-10-27 13:15:56,saya menyukai mlbb tapi tolong dong kalok jaringan buruk jangan afk
felix putra wijaya,2024-10-27 13:15:46,Losestreak mulu
sunny ?,2024-10-27 13:15:39,Sumpah ml game cacat. Masa gw nemu tim sesama rol mulu. Udah gitu kaya bot lagi. Saran bagi yg mau instal. Mending jangan moba ini dah
Aldi surya Widiantoro,2024-10-27 13:15:14,Ship
Habibi Tridiansyah,2024-10-27 13:14:54,Gemnya bagus 🌚
Megha Megha,2024-10-27 13:14:45,Sangt seru tapi pliss dyrot venom ada di lucky spin
Ruk Mini,2024-10-27 13:14:44,"Gua mau mytic GK dikasih moonton,aneh bgt dah orang naik mytic mudah bgt lah tiba gua susah bgt GK adil dikasih tim troll,daek system,dll kadang kasih lawan pro pula"
Dimas Loss dol,2024-10-27 13:14:38,"Mles ml dikasih musuh sma monton yang gak ngotak di kasih teman tolol,dah mlh main ml dpat tim beban trus,montoon gatellllll"
Revalina Yustinawati,2024-10-27 13:13:34,STOP KASIH AKU LOSTREAK MONTODDDDDD UDH 11 KALI LOSETREAK MO SAMPE KAPAN KO BERIKAN AKU TIM DARK SISTEM FUQI
ANWAR ILHAM,2024-10-27 13:13:10,Setiap nge report pemain feeder dibilang gak melakukan pelanggaran
Er Re,2024-10-27 13:13:04,Bug sinyal perbaiki dulu moonton sinyal bagus mlh nglag
eka putri,2024-10-27 13:12:20,BAGUS APA LAGI BISA OFFLINE TAPI KALO BISA KASIH HERO SEMUA DONG KALO OFFLINE ATAU SKIN YANG GUE PUNYA BISA KU PAKE UDAH ITU AJA TERIMAKASIH 🙏
Ali Kartanegara,2024-10-27 13:12:13,Paling gua suka skin si dan buf ada
DILAH maulana,2024-10-27 13:11:39,buat monton tolong di perbaiki kualitas sinyl nya sering nemu buggg sinyal merah ga karuan padahal sinyal lagi 4G pas dii pake maen jadi merah
FITRAH,2024-10-27 13:10:55,"Saya kasih bintang satu aja ini game Semaking lama Semaking gak jelsa Masalah jaringan udah bagus malas ping gak jelas Klo lgi asik main malah Fremat nya Agak patah"" Sedang kan ram hp gw Besar gak guna mending gw hps aja Gw udah nyesal main Beberapa tahun gw main ini game Bikin hp gw rusak aja ini game"
Firda Septianw,2024-10-27 13:10:32,"Game tolol , mending pindah HOK"
Muti Alika,2024-10-27 13:09:54,Kurangi dark sistem nya moonton
crss_nzl,2024-10-27 13:09:36,"game jelek, dapet tim nya nge trol mulu, lag parah, game buruk, gj, perbaiki dalam pemberian tim."
Muhammad Raufan,2024-10-27 13:09:22,"Kasih tim yang bagus dikit lah , kalh mvo mulu kalok gk caya lu lihat akun gw aneh bet ni"
YAFI POETRA YAFI,2024-10-27 13:08:31,Game sampah lebih keren HOK(honor of king) karena game ini memiliki sistem matchmaking paling sampah di mungkin ku rasa saya mewakili player lain yang mendapatkan sistem gelap saya menuntut moonton untuk tidak usah membuat game sekalian tidak apa²
naiii cyy,2024-10-27 13:08:08,"min, knpa ngelag bgt yh pas lagi in gme, trs yg ngelag bukan cma aku??? itu meresahkan bgt min pls tanganin yg pke server' ga jls itu, meresahkan bgt!"
Gilang Gilang,2024-10-27 13:07:51,Buat monton tolong lah mode evolve keluarin lagi kalo bisa permanen banyang yang sukan di mode evolve soal nya asik banget&seru tolong lah monton keluwarin lagi
Bigit roni wijaya,2024-10-27 13:07:37,"Main semua game online jaringan bagus ssmua, kalau main mobil legend jadi eror terus anehh,, mending main hayday dari pada main game ml gak jelas server busuk 😪"
Defano Hafiz,2024-10-27 13:07:27,Game yng nemenin aku dalam semua keadaan nih😅😅kalo main sama temen suka pamer pamer skin triall🤣🤣haya 11 sih skin favorit ku tapi g punya😔tapi makasih event besar besaran nya montoon.emang game terbaik
mufrofiq lutfianan,2024-10-27 13:07:06,maush susah teman satu tim lemah lemah apa lagi kalo main solo bisa kalah terus menang 1 kalah 3 kalih kadang lebiah tim juga suka bicara kasar sama pemain baru
Rezky Raditya,2024-10-27 13:07:03,"Kasih tim yang seimbang!!!!gua ketemu tim trool trus setiap maen kalah,punya tim yang kurang jago tolong kasih tim yang seimbang gua cape maen mvp kalah mulu"
OS Vanss,2024-10-27 13:07:03,Game nya mudah untuk dimainkan dan di mengerti oleh pemain baru
Mas Gyn,2024-10-27 13:06:27,Bagus
Nita Khaini,2024-10-27 13:06:15,Aku suka game nya. Tapi moonton kalau aku main solo jngan di kasih tim dark system dong capee😌
Naufal Dwi Hutomo,2024-10-27 13:05:45,Gw lostreak 20 kali cog😭
Menyela Abang ku,2024-10-27 13:05:43,Ini bagus
Agil Sanjaya,2024-10-27 13:04:58,gameee anjjjjjjjj anjjjj bettt bnssstttt
Nr Rohman,2024-10-27 13:04:54,Game goblok
Arjun Gulo,2024-10-27 13:04:47,Tolong kenapa saya dikasih tim bot ini tidak adil sedangkan musuhnya dikasih tim hebat selalu saya dikasih tim bot jarang di kasih tim hebat tapi maaf saya hanya kasih 1 bintang untuk aplikasi ini karena aplikasi ini tidak adil salam dari EVOS.ARJUN nama ml gua
Maemunah LKP Firmansyah,2024-10-27 13:04:45,lawan cit semua
Muhammad Arifin,2024-10-27 13:03:23,Gaje moontoon
Deri Jelani,2024-10-27 13:02:57,Sangat seru yang kurang hanya lawanya saja kadang jago kadang mudah
Imam Gnwn,2024-10-27 13:02:46,Makin kesini makin gak jelas monton
Regina alexa thalita Alexa thalita,2024-10-27 13:02:08,moonton kikir kasih tim yang bener lah njg
Reyhan,2024-10-27 13:01:43,GAME ini bagus dan hd banget tetapi banyak pelayer yg afk/offlen dari game
GAMER PRO YT,2024-10-27 13:01:35,Game keren
Owen Gunawan,2024-10-27 13:01:22,Bagus bgt
titi Rahayu,2024-10-27 13:01:17,timnya gak bisa main musuhnya bisa main untuk geme nya bagus tapi gara gara timnya gak pada bisa main game nya jadi mbosenin kalo main rank pasti kalah terus gak cuma rank doang clasic brawal dan lainnya pasti di kasih tim yang gak pada biasa main
Gian Putra,2024-10-27 13:00:57,Game nya bagus
