userName,at,content
Indah Lestari,2024-10-21 05:22:30,Makasih kuro🥰🌹
Rengga Irawan,2024-10-21 04:47:24,Maen dibanner jiyan&yinlin dalam satu patch dan hasilnya alhamdulilah.
hendriy maulana sagala,2024-10-21 02:56:42,Game seru cuman satu kurang yaitu tidak ada bahasa Indonesia
AAN SYAH FITRIYANTO,2024-10-21 02:37:42,tambah fitur b Indonesia
Vincent Pincen,2024-10-21 02:16:10,bagus
Ein Kazumi,2024-10-21 01:43:44,goodd
Habiburrahman Al Rayid,2024-10-21 01:05:36,bansoss😁
chrean,2024-10-21 00:45:53,cihuy
Galli Sanjaya,2024-10-20 23:27:10,"Game nya bagus. Tolong update teks bahasa Indonesia, biar mengerti alur game"
Radit Akhtar,2024-10-20 22:15:14,"Tolong ditingkatkan lagi performanya, walaupun saya pake grafik very low tetep saja masih nge frame selebihnya sudah ok"
Jainal Ilmii,2024-10-20 21:23:12,Suka banget !
muhammad rian,2024-10-20 17:21:00,one of the most beautiful graphic in the mobile game
Syamil Abdurrahman,2024-10-20 16:47:33,Plz add on galaxy store plz
Rizal,2024-10-20 16:38:27,Amazing graphics
taufik chandra,2024-10-20 16:38:27,game bagus
sefian dwi oktaviano,2024-10-20 15:38:01,Aku benar-benar puas dengan update an di versi ini
Mara Mumtaz,2024-10-20 15:34:57,"The game was really good and i enjoy playing it, but please fix the compiling shader bug. Whenever i tried to load the compiling shader my screen blackening and lagging"
Detura Subagja,2024-10-20 15:33:37,very nice game and newbie friendly and worker
Lutfi Fu'di,2024-10-20 15:16:32,please add Indonesian language sir/madam
Real Rox,2024-10-20 15:10:34,Semakin hari semakin bagus optimalisasinya. Skrg sudah support gamepad juga. Mantapa sekali. Feedback player selalu di dengarkan. Good job Kuro. Tolong tambahkan juga beberapa bahasa untuk lebih mendalami cerita.
unreal,2024-10-20 14:05:28,amajinh game terbaiq yg pernah gw mainin
Al hasam Hasam,2024-10-20 14:01:19,Game nya bagus banget
Muhamad Deniansyah,2024-10-20 13:56:40,Game sangat bagus
Farras,2024-10-20 13:45:06,"Gamenya bagus tapi,sering terjadi ngeframe yang parah tolong di perbaiki lagi"
Kenal Majid,2024-10-20 13:00:54,apalah kontrol nya kgk stabil pas lari kek bergetar
Cameeal,2024-10-20 12:58:26,"menyala abang kuuu, HP gw gak kuat bjir 😹"
CyreZz,2024-10-20 12:38:32,W Kuro
Muhamad Yunus,2024-10-20 12:28:23,"keren, mana danjin di story?"
Geta,2024-10-20 12:25:05,Gacor kang
Naufal dp,2024-10-20 11:46:34,i love camellya
Shikimori,2024-10-20 10:29:24,keluarin changli gua
Julia Skyhigh,2024-10-20 10:19:47,tolong tambahkan bahasa indonesia
Muhammad Fajar Rizky,2024-10-20 10:19:01,Game nya mantap
yumeii's lov,2024-10-20 09:40:02,hello kuro games! Thanks for the updates and thankyou for hearing all the rated request! this game is the best! all love to kuro<3
Excelle Ananta Chandra Gunawan,2024-10-20 09:27:38,Customer Service nya lama banget balas feedback gw
ChronoiL,2024-10-20 09:21:47,bagus 👍
Alex cs,2024-10-20 08:57:11,this cool
Sendy Rahmadhani,2024-10-20 08:41:19,"Sudah lebih baik dari sebelumnya tapi masih sering crash setiap main beberapa menit padahal Helio G85 Lo masak crash terus tolong diperbaiki lagi,aku suka banget game ini"
kia aprivia,2024-10-20 08:09:38,Gamenya bagus cmn frame ratenya agak dikurangin boleh?supaya lancar dimainin
bel bo,2024-10-20 08:03:07,"keseluruhan udah bagus tapi kada drop fps sama jaringan naik turun, sama itu min adain bahasa indonesia"
Leo,2024-10-20 06:45:35,wow
36_Yuda Kariswidiarto,2024-10-20 06:44:18,yawd sih
ᴛᴀᴜғɪᴋ ʜɪᴅᴀʏᴀʜ ᴛᴜʟʟᴏʜ,2024-10-20 05:20:26,💙
Dimas Septyan prasetyo,2024-10-20 04:55:59,"Loading screen masuk gamenya lama banget , padahal device baru"
Sabiqfadhlillah,2024-10-20 03:41:11,good
Ferdyy,2024-10-20 03:41:04,GACOR
kuro neko,2024-10-20 03:12:25,oke 👍
Ben Smichi,2024-10-20 03:09:29,Tolong dong kuro tambahin Sub/dub Indonesia biar lebih menikmati storynya
Fauzan Moehammad,2024-10-20 03:08:45,konstrol mantap bah
Aditia Rido Maulana,2024-10-20 01:04:52,"dari animasi grafik udh bagus dan alurnya jga lumayan menarik, good lah tinggal translatenya aja tidak ada bahasa Indonesia please add bahasa Indonesia"
Adi Saputra09,2024-10-19 22:11:54,Plss kuro tamahin fitur telanjang
Ytsme ิ,2024-10-19 20:41:09,nice
Stinky Horman0418,2024-10-19 18:30:35,Kerenn
FILLIAFOX,2024-10-19 17:29:10,mantap
Pandi Prast,2024-10-19 17:26:13,Download aja pasti nanti ketagihan
Indra yowana,2024-10-19 17:01:26,ramah
Sento Kiriyu,2024-10-19 15:58:03,GAME NYA BAGUS BANGET TAPI JANGAN KASIH GW HARD PITY MULU KURO SEMPAK
Galaxy Ranger,2024-10-19 15:35:10,Dari awal rilis sampai sekarang game ini sama aja ngelag masalah sinyal ini reting tinggi aja cuman fan servis game gaje capek saya sebagai player yng udh lama main semoga di versi 1.4 di optimalkan lagi untuk fersi androind nya jika tidak tutup saja game ini untuk plat from Android
Deni Asep,2024-10-19 14:18:20,nice nice nice
Ivan Tempest,2024-10-19 14:16:19,Bagus
Fadli Pajar Sidik,2024-10-19 14:07:14,"Please add Indonesian language, so that players from Indonesia can enjoy the game without having to use a translation application,and maybe i can more enjoying this game"
Danang Dwi,2024-10-19 13:15:32,game baik
Ikhsan Budi Wicaksono,2024-10-19 12:51:59,Keren banget Mbak Ropweerrrrr😫😫😫
Komang Meshail,2024-10-19 12:46:01,"game dengan grafik yang luar biasa, dan juga untuk detail animasi karakter juga sangat perfect, sekaligus sama story dan bansosnya luar biasa, itu yang saya suka dari game ini. Untuk bug dan optimasi untuk versi sekarang okelah sudah lancar, tapi harus tetap update terus agar dapat teroptimasi untuk setiap device yang mid-low/mid-high udah sih begitu saja hehe...😁"
Rakathea Yah,2024-10-19 11:43:42,Bagus
ItsDenix,2024-10-19 10:25:38,"Optimalisasi game nya masih rusak. Sering lag. Padahal sinyal bagus. + Kalau sinyal lag, gameplay nya malah ngeframe. Malahan seperti main di cloud. Jadi tolong lah kuro games, di maksimalkan optimalisasi game nya. Karena itu sangat menggangu"
Xicor TM,2024-10-19 10:22:20,semoga wangy terus yah kak yah ;)
Def Ded,2024-10-19 08:20:06,Terbaik
Haiffa Zahrotussita yasyifa,2024-10-19 07:28:01,Plis kuro i Miss my husband (scar) GOOD I REALLY LIKE THE GAME HWAHAHAHAHA❤️❤️❤️❤️❤️❤️❤️
Salman farizi,2024-10-19 06:45:41,ggwp gacha wangi
Almach_ tion,2024-10-19 05:10:55,wouldn't it be great if you added Indonesian language in this game? there are quite a lot of players from Indonesia
Fitarsyah Anuril,2024-10-19 04:50:24,nih game di bagian animasi nya seru banget
M Yusuf Auliya Ihsan,2024-10-19 04:41:14,good
Arvin Dzakwan,2024-10-19 04:08:19,👍
Nyok Der,2024-10-19 04:01:15,bagus
AL4VV,2024-10-19 03:31:30,Syukurlah game sudah sangat di perbaiki semua
Mister Papik,2024-10-19 03:10:30,"gamenya bagus, grafik mantap, cerita dan mekaniknya juga sangat menarik, yang terpenting gamenya tidak terlalu pelit maya game sebelah😜"
Abu XZhhr77,2024-10-19 01:52:20,1.40 update
Sarman Mukhlis,2024-10-19 01:50:39,seru
Rusher Gaming,2024-10-19 01:44:48,"asli bagus banget dri segi grafik,cerita dan gameplay. lu download gk akan nyesel sumpah. minusnya cumn gede bnget aja sizenya jdi hp cepet panas walau ram 8+8 juga haha"
Y.E.N,2024-10-19 01:14:31,"The story is short, concise and EPIC.!!"
Reiikaa Kisaragi,2024-10-19 00:05:37,"Update bukannya tambah bagus malah tambah jelek, sering bbgt frame drop klo masuk battle. Pingnya merah mulu pdhl maen game yg laen masih ok, tolonglah diperbaikin lagi ini."
Febri Adi,2024-10-18 23:37:48,"Game nya bagus ,story nya mantap, gameplay asik ,karakter nya juga bagus, musik dalam game nya juga enak di dengar,. Tapi ada sedikit kekurangan nya di pergerak an karakter nya yang masih terlalu kaku, saya harap bisa di perbaiki lagi, tapi untuk keseluruhan game nya sangat bagus dan rekomendasi untuk di main kan"
Art of?,2024-10-18 23:19:31,"Spesifikasi Hp saya G85 dan akan mencoba permainan ini, dalam proses menginstal."
Hendi Prayogi,2024-10-18 21:19:19,mantap coba aja
Husein Q._ Alatas,2024-10-18 20:46:24,PERFECTTTTTT😎
FIRMAN [1],2024-10-18 18:43:50,"Maaf,Sudah beberapa kali instal..tapi kendala masih sama,game terasa berat,ngelag..padahal settingan grafik yang terendah..meskipun terpaksa bermain dengan kualitas grafik yang tidak nyaman dimata.tetapi tetap saja game masih terasa lag parah..padahal di genshin meski kualitas grapik sedang tapi performa cukup lancar"
Fadel A T,2024-10-18 17:17:52,"awal rilis mau explore map ngelagnya minta ampun, sempet pensi akhir 1.1 balik pas 1.3 perubahannya beda bgt, g99 lancar grafik mid 60 fps, gg kuro"
Dek Ana,2024-10-18 16:47:37,"Keren sih, semoga bisa bersaing sama game kikir hahaha Tolong tambahin fitur gamepad, biar lebih enak mainnya Makasi"
Leaf,2024-10-18 16:16:39,i loveee it
Ridho Armanda Putra,2024-10-18 16:10:07,"I love you Kuro, selalu improve dari masalah-masalah sebelumnya dan sekarang ni game bagus banget tinggal kurang improvisasi dikit. Btw kalo bisa banner karakternya jangan kelamaan, bosen nunggu banner selanjutnya."
Rendy satria Nugroho,2024-10-18 15:09:20,game baik
dika brutal blasting,2024-10-18 15:08:49,wow
Rayhan Maulana,2024-10-18 14:32:28,Very good game but please developer make Indonesian subtitles because I want to follow the storyline because it's useless if you play a story game but don't follow the storyline
rIvaL,2024-10-18 14:14:11,game nya keren aku suka
Khalid Muh Rafli,2024-10-18 12:48:03,"Oi Game Aneh, minimal kasih bahasa Indonesia lah, sama kasih Optimalkan dikit nih Game, Setiap main selalu Ngeframe ngak jelas, aduh😮‍💨"
dwiki juliansyah,2024-10-18 11:37:12,Tolong tambahkan bahasa indonesia ke dalam game
m.nursultan p,2024-10-18 11:11:58,"Terimakasih karena telah menciptakan karakter secantik shorekeeper beserta story nya yang penuh dengan romansa, semoga sang developer tetap konsisten"
devdan,2024-10-18 10:48:32,gacor kang
Rintya Norma P,2024-10-18 09:16:18,"semakin bagus, dari mulai story, gameplay, music, dan character. masing"" char punya keunikan sendiri! jadi gak sabar dengan gameplay character yang lain. dan echo echo baru"
Achlys 0648,2024-10-18 08:24:01,"Gamenya seru size gamenya juga g sebesar yg disebelah combo Sama mekanik nya juga menarik tapi, pernah waktu itu g login seminggu dan tiba tiba semua data yg sudah diunduh menghilang dan harus dowload ulang lagi kayak masak 12 GB data hilang sendiri?"
MUHAMMAD RENJIRO AIDAN AL MUSTAQIIM,2024-10-18 07:18:15,Tolong tambahin bahasa indo dong
Francesco Diano,2024-10-18 07:11:32,This is better than Genshit Impact
Sartini Tini,2024-10-18 07:05:03,nice game
Arya Pratama,2024-10-18 06:38:40,Kuro please buff changli more ;)
Hairul Naiim,2024-10-18 06:31:33,Tolong perbaiki pingnya... Ping slalu di atas 120 bahkan kalau drop naik 500an bahkan sampai angka 900/999an... Makin hari makin ampas ping nya.. Semakin kesini semakin ga stabil... Sinyal full 4g ketika masuk pertempuran langsung frame drop ping nya ke merah...
Rochit Rifaldi,2024-10-18 06:16:34,Damn soo goooddd
Ikhwan Azhari,2024-10-18 04:59:48,Bagus
Fery Ardian,2024-10-18 03:44:16,game nya setuh
Aldi saputra Marpaung,2024-10-18 03:36:05,"grafik nya bgus bgt, btw tolong dong subtitle Indonesia dibuat biar lebih paham alurnya dari segi semuanya udah mantapp. best bgt developer nya"
Enuo Kim,2024-10-18 02:40:24,Dah ok
Kaneka Teknik Informatika,2024-10-18 02:08:03,Mantap
William Austin051005,2024-10-18 00:41:12,Sangat bagus
Fakh Aziz,2024-10-18 00:26:25,Game keren 😎
Paralize Skuy,2024-10-18 00:22:20,Bug please fix it
Ahmad Mirza,2024-10-18 00:19:51,game nya bagus
Draid ZD,2024-10-17 23:16:03,please add Indonesia language
orihara izaya,2024-10-17 21:03:48,Sudah lumayan stabil dan grafis nya juga bagus cuma kekurangan charakter gameplay seru dan charakter explore yang bagus
dsosro unto,2024-10-17 19:43:43,Pity lucky buruk akan terus buruk ato sebalik nya dan terus berkelanjutan. Ini seperti beberapa akun dianggap anak tiri dan anak emas dan tidak berubah. Bagi akun unlucky yang sudah berjalan dari awal memiliki kemungkinan meninggalkan game ini lebih tinggi. Termasuk saya.
Moch Mufan A. 23 XI MM 1,2024-10-17 19:39:18,epic bgt lek
Hero Equality,2024-10-17 17:34:53,"Sogok terus pake bansos, optimalisasi nya cacad buat user mobile"
Ardan Gaming,2024-10-17 17:25:55,Ga bosenin Gamenya 🥰
fatih,2024-10-17 15:58:59,FIX THE COMPILING SHADER PLEASE.....
Jenkins jr,2024-10-17 14:56:16,Panjang umur game baik
Afiatur Rahman,2024-10-17 14:53:01,"It doesn't support all gamepads or joysticks, I use Rexus gamepad and the buttons are all messed up and it's hard to replace them because there are buttons that are locked."
Still Me,2024-10-17 14:44:13,10/10 PLEASE BIARIN AKU MENANG 50/50 BUAT NEXT CAMELLYA SAMA CHARA COWO LAIN PLS PLS PLS AKH
Ryuchi,2024-10-17 14:38:48,Good
arthexx,2024-10-17 12:46:55,"gem keren,tpi kecewa ga ada fitur telanjang 😡 , terpaksa liat di chrome"
Nuril Anwari,2024-10-17 12:42:28,Welcome Home My Shorekeeper
N Fx,2024-10-17 11:04:18,"Stuck di loading ga jalan mana layar tiba"" hitam trs muncul gmbar hitam lgi gitu trs"
OhM4 Venus,2024-10-17 10:35:05,"Update ulasan dari 1.2 kemarin, dan untuk mengenai versi saat ini 1.3,,.. buat saya cukup memuaskan. mulai dari segi kualitas grafik, Musik in-game, dan Story ada perkembangan dari Tim Kuro game,. Namun ada 1 hal yang membuat saya kurang, terutama pada story yang alur nya kadang maju kadang mundur... Dan istilah² kata yg sulit kita pahami., namun itu semua terobati dengan scene cerita yang epic dan membuat baper para pemain. Pokonya kuro game sudah meng-Uprove mulai dari musik& alur cerita👌🏻✨"
Carera,2024-10-17 10:29:05,i Like Open world
Stella Suwarno,2024-10-17 10:25:58,ok
RaihanAntero,2024-10-17 10:22:12,"Aku suka Changli, Camellya & Shorekeeper 😳😋"
Muhammad Khairil,2024-10-17 09:50:34,Please adain bahasa indonesia biar gamenya bisa di nikmatin
Andi Gwn,2024-10-17 09:36:16,"Sangat lancar sekarang, jauh lebih lancar dibandingkan pas awal rilis, grafis nya juga dah makin bagus walaupun setingan rata kiri, Semoga secepatnya ada bhs Indonesia, biar lebih gampang lagi memahami story nya, gw rela ulang main pake akun baru lagi kalo dah ada bhs Indonesia, good job kurogame, Btw hp ku redmi note 13 4g, Snapdragon 685, Gw pake rata kiri 30fps."
BangKhan 555,2024-10-17 09:10:27,game mantep gak kikir kayak Genshin Impact
Aing Erozy (VINOKIO),2024-10-17 09:03:22,Keren
初音ミク,2024-10-17 08:49:08,Optimalkan
Kurnains,2024-10-17 08:37:53,"Tolong disediakan sub indonya dong biar ngerti sama quest story nya saya, saya rasa bakalan makin banyak player kalau ada sub indonya"
Dito Alfa,2024-10-17 07:22:01,Tetap improve
Linyue,2024-10-17 06:59:53,please add Indonesian language
Dika Dwiyanto,2024-10-17 05:55:07,Gamenya menurut saya bagus meskipun awalnya banyak masalah tetapi sebagai kompensasinya kita di kasih hadiahnya menurut saya sangat amat banyak dan itu sangat membantu saya di awal game. Pesan saya untuk kuro game tetap kembangkan gamenya kedepannya lagi sehingga kita tidak bosen untuk memainkannya selalu dan juga jangan lupa kasih Bahasa Indonesia kalau bisa😁. Terima Kasih.
Desta,2024-10-17 04:06:29,Game nya udah bagus Kuro cuma alangkah baik nya quest nya jangan tentang cinta Mulu lah cari yang dark atau gimana gitu
Azizah Mahayani,2024-10-17 03:17:34,gamenya sangat bagus
Gin Ardant,2024-10-17 02:58:24,ngelag jing
Muhhamad Sayyid Amjad,2024-10-17 01:57:51,GOAT
Ahmad R,2024-10-17 01:24:25,The best RPG game i've ever seen
July Andika,2024-10-17 01:14:52,"GAME BAIKK 🥳 TPI KASIH JARAK LAH WAK SOAL WAIFU, MASA BARU MUNCUL WAIFU, NEXT BANNER WAIFU LGI.. KASIH LAH KAMI ISTIRAHAT SEJENAKK... KERING AKU WAK"
Ken,2024-10-17 01:09:54,🔥🔥🔥
Ridho Rival Adrian,2024-10-17 00:37:53,"Lumayan seru, tapi alangkah lebih bagusnya bisa di tingkatkan lagi kualitasnya untuk pengguna android. Selebihnya sangat oke"
HAIDAR A.F,2024-10-16 22:56:33,good
Andi baso Irsal,2024-10-16 22:31:30,"Overall it's good in terms of graphics and history, but I have a complaint about the language, why isn't there Indonesian, even though many Wuthering Waves players are from Indonesia, please add Indonesian because many don't know how to speak English."
kiki kibon,2024-10-16 21:53:34,"Setelah main genshin 1minggu dan wuwa 1minggu. Lebih suka ini dari segi fight nya, best banget. Tapi masih ada bug nya seperti suaranya hilang"
Ham Karia,2024-10-16 20:21:29,"Udah lumayan bagus untuk di hp kentang di tingkatkan lagi, klo kumat lagi bug nya ya pengurangan bintang"
Znv Vnz,2024-10-16 20:15:50,histori nya keren ber
Danda Doang,2024-10-16 18:16:50,"game seru,wajib coba"
Andy Fandriansyah,2024-10-16 17:41:43,"+ Indonesia Language, Please 😁🙏🏻"
ARNEL,2024-10-16 17:09:23,this game is so W
Benedictus Darrell,2024-10-16 15:35:59,banyak bug
RASYA RASYA,2024-10-16 14:43:29,Keren banget gw sampe gakerasa udh 1 jam main ni game
Zaenal Radiatsa,2024-10-16 14:28:07,GG kuro
Leoneve davinci,2024-10-16 13:42:39,Game semakin lag padahal sudah di update sistem gacha banyak bug
Fahri Lahati,2024-10-16 12:59:12,keren
gunawanz alexa,2024-10-16 12:18:38,lebih bagus dari genshin
Lisha-sama,2024-10-16 11:36:05,Story version 1.3 is so CINEMATIC 🔥🔥🔥
Danny Speed,2024-10-16 11:33:23,jos
Rizky Fadiyant,2024-10-16 11:25:05,Udah mulai ada peningkatan dari performa. Dari awal rilis banyak banget bug yang bermunculan semenjak udh nyentuh update 1.3 bug nya mulai berkurang bahkan optimal banget di HP mid range.. Semangat kuro!!
Muhammad Ade,2024-10-16 11:12:19,LAG
Andi Rayong,2024-10-16 11:00:23,keren parah cuy
Vicky Darmawan,2024-10-16 10:59:22,mantap bgttt ziirrr
•lian L•,2024-10-16 10:53:21,"Stuck di compiling shaders, padahal udh ditinggal semaleman yang bener aja"
Riku Warriors,2024-10-16 10:17:55,mengalahkan genshin impact 😱😱😱😱😱
Naufal,2024-10-16 09:31:50,Moga dikasih hoki terus
M. ROLAN RAHMATILAH,2024-10-16 08:25:25,Best games
Vikri Ramadhani TV,2024-10-16 07:55:51,game baik
RASYA R,2024-10-16 07:22:25,mantap
Khairunnisa Dinata,2024-10-16 07:01:29,"Sumpah ini game bakalan jadi game favorit gw, alur ceritanya lumayan seru sih"
Azuranza Pratama,2024-10-16 06:05:16,Semangat Kuro!
Nico Sujatnika,2024-10-16 05:11:31,Muantaaap!
FATUR FF Official,2024-10-16 04:57:52,Mohon diringankan untuk pengguna android. Mikir lah anj pemain lu ga di PC aja knt
Nesya Umbrella,2024-10-16 04:57:02,Good game
Harry Sapta,2024-10-16 03:54:06,Kelamaan ajg keluar subtitle INDO ny!!!
Ans Realme,2024-10-16 00:32:37,Manteppp pol gasss kill genshin
ManusiaRandom,2024-10-15 23:43:33,Tinggal nunggu dioptimalkan dan semoga kedepannya game ini support controller Edit:Terima kasih kuro akhirnya ni game support controller
Musyir Musyir,2024-10-15 22:50:50,Game baik banyak bansos updatenya selalu ngasih yang terbaik thank you kuro
Muhammad Alyu pratama Pratama,2024-10-15 22:33:08,Update download di bawah internet beli ww gila
Dheimozz,2024-10-15 22:07:39,"Bug stamina berkurang ketika berlari. Bug stuck di batu ketika memanjat, bug motion blur tidak aktif, padahal sudah di setting ke high tetap saja tidak ada motion blur nya"
Hann,2024-10-15 19:43:42,bad optimalisasi
Ninda Angellina,2024-10-15 19:33:06,"Semoga, rtx 3050 bisa buka 120 fps"
rudi ajissaputra,2024-10-15 18:48:42,mantap
Panggilsaya Rendy,2024-10-15 18:17:29,"game bagus, gachanya asik"
RMSH,2024-10-15 17:20:19,"From this game release, im not enjoy playing this game in my tablet because of conection and the lag. Even in the lowest graphic setting, it still so lag for me.. btw, i play #hensin and that game smooth at highest setting"
Gilang Ramadhan,2024-10-15 16:28:01,"best game, best dev. great job sir🔥🔥🔥"
Reihan,2024-10-15 15:55:26,Epic battle!!!!
Go Nell,2024-10-15 15:22:18,"LIMITED BANNER CHARACTER SCAM, Lost 50:50, and for android user need to be more and more optimalisation, Not even on top ten rank user's, Epic Combat But always lagging and FPS Drop=Not Fun To Play. Hope this game Will be better improvement."
NO limitss,2024-10-15 15:18:09,gokillll ni gaamee
CK INDO,2024-10-15 14:54:00,Gacha jangan di pity terus lah
ADRIAN ARMAN,2024-10-15 14:31:33,Jaringan jelek pin di angka 500
Dinda Putri Amelia,2024-10-15 14:23:58,"min, apakah ada niat buat wuthering waves cloud?kalau ada saya mau gpp bayarpun saya mainkan"
07 Hendry,2024-10-15 14:19:00,"Bagus sih gw udah pasang uninstall 2 kali ,tar gw pasang lagi klo dah ada bhs Indonesia, sekarang mh masih lebih seru di gensin impact terimakasih"
Tika Art,2024-10-15 14:15:33,"KANGEN BANGET WOIII, sayangnya device dh mulai gk dukung;( kuro bikin cloud nya dong, biar kayak sebelah pleaseeee"
Ropiq Ridwanali,2024-10-15 13:27:16,"Game nya udh bagus banget dari segi grafik dan lain² tapi sayang nya gua sering lagg ketika main nih game serasa berat banget , atau karena HP gua gak mendukung"
Ham From dead city.,2024-10-15 13:26:49,I really sorry🙏🏻
Alfred Yoga,2024-10-15 13:08:30,10x pull pertama langsung win rate off donk wkwkwk
Grileya TM,2024-10-15 12:10:49,dri awal rilis smpe skrg kek nya frame rate game gk di perbaiki berat bnr main kya rumput yg goyang goyang itu buat apa dah dev fungsi nya grafik rata kiri jga goyang tu rumput buat apa he
Handoko Prabowo,2024-10-15 11:58:08,nice
fredrick john,2024-10-15 11:50:30,"absolutely need mobile optimization -the game is very heavy, frame rate drop"
Husainn,2024-10-15 11:50:10,Bestt gamee
M. Ihramsyah,2024-10-15 11:35:19,"Fix the server or the connection to game! I can't login to the game! I've tried it with my Wi-Fi and mobile internet, none of them works! Fix it right away and i give you back the 5 stars!"
Berschts,2024-10-15 10:32:17,"Gamenya bagus, artefaknya bisa jadi skill njir"
Sutan Allamah M,2024-10-15 10:17:00,"dev baik, ramah f2p player coy🔥🗣🔥🗣"
fil zel,2024-10-15 09:48:28,"game ngentod, asu ampas"
Malik Hidayat,2024-10-15 09:11:17,the best game cuma minta performa di android di tingkatkan
Kurumi,2024-10-15 08:24:40,bagusss
Shiina Mashiro,2024-10-15 08:08:54,Bagus
Fella ARMY123,2024-10-15 08:01:59,Game the best
Aksa,2024-10-15 07:53:22,This game was so good fr
Rafi Kobandaha,2024-10-15 07:44:19,"Sumpah optimisasi udh enak banget sekarang yg waktu awal awal rilis banyak bug Ama lag parah sekarang udh enakan yg walaupun gw cuman mampu medium grapik🗿 tapi itu GK lag,kalo lu pengen lihat bagusnya dunia gamenya ini perlu device yg mumpuni cuyy"
kim dokjaa,2024-10-15 07:34:58,Udah download 11gb buat data mlh stuck di Compiling shader
zenn,2024-10-15 07:34:06,gapernah dikasih soft pity beda banget ama mihoyo
Neko kun,2024-10-15 07:20:55,👍
PapaRotti MamaKeju,2024-10-15 06:58:20,SiAny*ng pity 75 rok jheeper aing ga pulang2
abdul chamid,2024-10-15 06:47:26,Game ramah
dima sikk,2024-10-15 06:44:11,"Semenjak update 1.2 gak ada lg masalah lag ato sinyal hilang lg , plus ny sekarang ada fitur praunduh jadi bisa download sebelum update thanks developer,bansos ny juga lancar wkwkwkwk"
Riyan Candra Gunawan_094,2024-10-15 06:10:09,Game nya udah bagus cuman bingung dan susah atasin lag nya itu loh padahal hp mumpuni
Ahmad Wahyuni,2024-10-15 05:41:46,Game bagus
HandIxxa,2024-10-15 04:30:20,"update 1.3 pengoptimalannya semakin bagus untuk android juga semakin optimal tapi untuk yang masih ngeluh drop, lag, coba pake cooler atau cek device kalian deh"
zianka shafa adelia,2024-10-15 04:24:07,good game
Firman Syah,2024-10-15 03:32:39,Nice anak baru
TOBIAS,2024-10-15 03:26:42,Bagus
Rhasya Fairuz Al Zakhry 9A,2024-10-15 01:45:27,Game mati aja brok
kevin albert69,2024-10-15 01:20:19,"bisa ganti karakter waktu terbang, seru"
Wahyu Wahyuhshd,2024-10-15 00:42:25,Sangat bagus grafik good apa lagi main nya di PC tapi sayang saya pemain android inti nya sangat menyenangkan
ronald kurniawan rakiyan,2024-10-15 00:14:05,Niceee
Virgiawan Prasetyo,2024-10-15 00:04:30,Ada Changli soalnya
Fuzzy Senpai,2024-10-15 00:01:32,mantap grafik ok gameplay ok kalo bisa gacha nya jangan di bikin hard pity ya kuro perbanyak bansos perbanyak manjain Player ny dengerin kebutuhan Player ny buat di game
ALLDie,2024-10-14 23:15:26,mantap walau banyak yg kurang
Ziera S,2024-10-14 20:59:31,1.3 Story shorekeeper dan black shores sangat bagus. Bgm dan tampilan grafik juga sangat memukau.
Llen Cbt,2024-10-14 20:23:14,F2p udah 100 san pull gak dapet soulkeper outo bintang 3 dulu. Klau gk karna game baik udah bintang 1. 😪
ANTU IND Chanel,2024-10-14 20:11:40,full data wuwa di andro brp y?
Rahmad widayatss,2024-10-14 19:44:16,nice game
Peter De Winter,2024-10-14 18:33:57,mantap
A.ARRIZKY.A AD,2024-10-14 18:29:55,"Game yang manjain playernya banget salut sama developernya, sukses terus kuro"
Zero X,2024-10-14 18:02:39,Pls improve the gafik
21 2 067_Muhammad Azhar Shahada,2024-10-14 17:48:53,Keep it up!
Muhammad Awal,2024-10-14 17:02:31,"Kemajuan dari game ini sangat luar biasa dari pertama kali saya memainkan game ini hingga sekarang!! Salut sama developer nya kuro!,dulu saya main masih banyak bug dan patah patah tetapi sekarang semakin kesini semakin lancar,padahal saya memainkan game ini di device low end tetapi perbedaan nya itu benar benar terasa,sekali lagi terima kasih kuro game!!! Saya tunggu update berikutnya! 🔥🔥🔥"
AdiT FF_,2024-10-14 15:40:05,Good
Topan D.S,2024-10-14 15:18:52,"Please add Batch Material Farming in Simulation, Tacet field and other."
alif rifkifadilah,2024-10-14 14:53:02,menarik
Kami Kaze,2024-10-14 14:27:09,God game tapi masih ada masalah jaringan yang masih berat dan juga untuk sistem gacha suka mendapatkan karakter 5 biasa bukan 5 up 😓
Nezuko,2024-10-14 14:02:31,overall 👍
Yusfia Maulana,2024-10-14 13:33:53,game santai sehabis bekerja 👍🏻
Putzz,2024-10-14 13:11:59,tolong tambah kan subtitle indonesia
Billy Nopiyan,2024-10-14 13:08:03,"good game , i love it"
Lena,2024-10-14 12:42:03,Bagus game nya semoga pakin variasi karakter nya
Vegito,2024-10-14 11:33:02,gem yang luar biasa asli
Melvin,2024-10-14 11:31:41,good
Khanza Prawira,2024-10-14 11:27:22,keren
WalMan,2024-10-14 11:05:29,"Kalah pamor sama genshin maksain optimal mobile, sering bug banyakan update grapik pecah buram frame drop sinyal merah gameplay slowmotion"
Wisnu Anggi Prastiyo,2024-10-14 10:03:08,ngeri ngeri sedap best off game
Moch. Bilal Firdaus,2024-10-14 08:55:22,Keren banget
3. Yudha Harwanto P.,2024-10-14 08:36:23,Terimakasih kuro wkwkw
